DateTime,26.5747 91.6836
2015-01-01,0.0000
2015-01-02,0.0000
2015-01-03,0.0000
2015-01-04,0.3897
2015-01-05,3.3296
2015-01-06,0.0000
2015-01-07,0.0000
2015-01-08,0.0000
2015-01-09,0.0000
2015-01-10,0.0000
2015-01-11,0.0000
2015-01-12,0.0000
2015-01-13,0.0000
2015-01-14,0.0000
2015-01-15,0.0000
2015-01-16,0.0000
2015-01-17,0.0000
2015-01-18,0.0000
2015-01-19,0.0000
2015-01-20,0.0000
2015-01-21,0.0000
2015-01-22,0.0000
2015-01-23,0.0000
2015-01-24,0.0000
2015-01-25,0.0000
2015-01-26,0.0000
2015-01-27,0.0000
2015-01-28,0.0000
2015-01-29,0.0000
2015-01-30,0.0000
2015-01-31,0.0000
2015-02-01,0.0000
2015-02-02,0.0000
2015-02-03,0.0000
2015-02-04,0.0000
2015-02-05,1.2533
2015-02-06,0.0000
2015-02-07,0.0000
2015-02-08,0.0000
2015-02-09,0.0000
2015-02-10,0.0000
2015-02-11,0.0000
2015-02-12,0.0000
2015-02-13,0.0000
2015-02-14,0.0000
2015-02-15,0.0000
2015-02-16,0.0000
2015-02-17,0.0000
2015-02-18,0.0000
2015-02-19,1.1488
2015-02-20,0.7787
2015-02-21,0.0000
2015-02-22,1.0125
2015-02-23,0.0000
2015-02-24,0.0000
2015-02-25,0.0000
2015-02-26,0.0000
2015-02-27,6.9688
2015-02-28,0.0000
2015-03-01,0.0000
2015-03-02,0.0000
2015-03-03,0.0000
2015-03-04,0.0000
2015-03-05,1.8184
2015-03-06,0.0000
2015-03-07,0.0000
2015-03-08,0.0000
2015-03-09,0.0000
2015-03-10,0.0000
2015-03-11,0.0000
2015-03-12,0.0000
2015-03-13,0.0000
2015-03-14,0.0000
2015-03-15,0.0000
2015-03-16,0.0000
2015-03-17,0.0000
2015-03-18,0.0000
2015-03-19,0.0000
2015-03-20,0.0000
2015-03-21,0.0000
2015-03-22,0.0000
2015-03-23,0.0000
2015-03-24,1.0055
2015-03-25,0.0000
2015-03-26,0.0000
2015-03-27,0.0000
2015-03-28,4.6233
2015-03-29,0.0000
2015-03-30,0.0000
2015-03-31,2.9266
2015-04-01,3.2768
2015-04-02,17.6159
2015-04-03,6.8179
2015-04-04,0.7394
2015-04-05,23.5556
2015-04-06,6.6183
2015-04-07,4.0956
2015-04-08,0.2520
2015-04-09,2.1140
2015-04-10,1.9281
2015-04-11,0.0000
2015-04-12,0.0000
2015-04-13,0.0000
2015-04-14,0.0000
2015-04-15,0.0000
2015-04-16,0.0000
2015-04-17,0.0000
2015-04-18,23.3093
2015-04-19,10.6021
2015-04-20,0.0000
2015-04-21,7.2816
2015-04-22,14.2096
2015-04-23,11.4266
2015-04-24,3.0131
2015-04-25,12.8772
2015-04-26,0.0000
2015-04-27,0.0000
2015-04-28,0.2165
2015-04-29,3.8642
2015-04-30,20.3091
2015-05-01,0.2165
2015-05-02,4.2122
2015-05-03,2.8533
2015-05-04,8.5634
2015-05-05,1.7755
2015-05-06,7.6591
2015-05-07,11.1305
2015-05-08,11.0334
2015-05-09,0.0000
2015-05-10,0.0000
2015-05-11,0.0000
2015-05-12,0.0000
2015-05-13,4.5288
2015-05-14,12.0261
2015-05-15,26.0741
2015-05-16,2.6769
2015-05-17,3.9448
2015-05-18,10.7789
2015-05-19,0.0000
2015-05-20,0.0000
2015-05-21,0.0000
2015-05-22,13.1059
2015-05-23,17.1605
2015-05-24,18.0964
2015-05-25,24.3546
2015-05-26,19.2463
2015-05-27,2.4893
2015-05-28,2.2798
2015-05-29,22.7251
2015-05-30,3.0676
2015-05-31,27.7934
2015-06-01,17.2472
2015-06-02,11.7351
2015-06-03,12.2803
2015-06-04,16.8340
2015-06-05,16.4776
2015-06-06,44.2664
2015-06-07,4.3765
2015-06-08,41.3699
2015-06-09,27.1379
2015-06-10,26.4565
2015-06-11,1.3878
2015-06-12,6.8216
2015-06-13,19.7058
2015-06-14,0.3577
2015-06-15,5.3718
2015-06-16,12.9418
2015-06-17,6.5546
2015-06-18,0.5395
2015-06-19,4.0311
2015-06-20,0.3897
2015-06-21,1.7529
2015-06-22,11.4242
2015-06-23,9.4896
2015-06-24,20.3331
2015-06-25,1.8502
2015-06-26,12.8132
2015-06-27,5.1073
2015-06-28,2.0749
2015-06-29,0.5951
2015-06-30,0.0000
2015-07-01,1.6094
2015-07-02,2.8099
2015-07-03,6.3816
2015-07-04,1.3266
2015-07-05,34.5603
2015-07-06,1.4401
2015-07-07,0.5515
2015-07-08,8.8300
2015-07-09,0.0000
2015-07-10,0.0000
2015-07-11,31.0761
2015-07-12,1.2123
2015-07-13,3.6948
2015-07-14,0.8226
2015-07-15,20.8135
2015-07-16,23.8271
2015-07-17,0.0000
2015-07-18,0.0000
2015-07-19,0.0000
2015-07-20,2.1007
2015-07-21,6.4320
2015-07-22,23.7333
2015-07-23,5.3042
2015-07-24,10.0563
2015-07-25,8.7072
2015-07-26,0.0000
2015-07-27,0.0000
2015-07-28,0.0000
2015-07-29,0.0000
2015-07-30,0.0000
2015-07-31,0.0000
2015-08-01,1.0458
2015-08-02,0.5573
2015-08-03,0.0000
2015-08-04,0.0000
2015-08-05,3.8539
2015-08-06,1.2790
2015-08-07,14.1287
2015-08-08,6.6788
2015-08-09,0.0000
2015-08-10,17.0482
2015-08-11,0.0000
2015-08-12,1.8875
2015-08-13,21.1029
2015-08-14,0.4974
2015-08-15,0.8527
2015-08-16,1.5987
2015-08-17,9.3862
2015-08-18,23.5858
2015-08-19,21.0070
2015-08-20,44.3025
2015-08-21,16.6354
2015-08-22,0.2875
2015-08-23,13.4530
2015-08-24,1.2654
2015-08-25,18.5131
2015-08-26,35.1930
2015-08-27,3.4001
2015-08-28,9.1090
2015-08-29,13.2663
2015-08-30,55.0070
2015-08-31,17.3601
2015-09-01,23.3350
2015-09-02,4.9397
2015-09-03,2.0530
2015-09-04,7.3226
2015-09-05,17.9662
2015-09-06,0.9592
2015-09-07,2.6844
2015-09-08,0.7418
2015-09-09,0.0000
2015-09-10,0.0000
2015-09-11,8.3869
2015-09-12,1.1990
2015-09-13,0.0000
2015-09-14,0.0000
2015-09-15,0.0000
2015-09-16,0.0000
2015-09-17,5.1522
2015-09-18,0.0000
2015-09-19,0.0000
2015-09-20,9.8231
2015-09-21,4.0332
2015-09-22,5.0771
2015-09-23,21.2570
2015-09-24,9.0869
2015-09-25,4.6617
2015-09-26,1.1257
2015-09-27,0.0000
2015-09-28,0.0000
2015-09-29,0.0000
2015-09-30,0.0000
2015-10-01,0.0000
2015-10-02,4.5297
2015-10-03,1.0723
2015-10-04,0.2309
2015-10-05,0.0000
2015-10-06,0.0000
2015-10-07,0.0000
2015-10-08,0.7245
2015-10-09,0.0000
2015-10-10,0.5629
2015-10-11,1.5665
2015-10-12,0.0000
2015-10-13,0.0000
2015-10-14,9.0901
2015-10-15,0.2520
2015-10-16,0.0000
2015-10-17,0.0000
2015-10-18,0.0000
2015-10-19,0.0000
2015-10-20,0.0000
2015-10-21,0.0000
2015-10-22,13.1069
2015-10-23,0.4330
2015-10-24,9.3785
2015-10-25,0.0000
2015-10-26,0.0000
2015-10-27,0.0000
2015-10-28,0.0000
2015-10-29,0.0000
2015-10-30,0.0000
2015-10-31,0.0000
2015-11-01,0.0000
2015-11-02,0.0000
2015-11-03,1.1013
2015-11-04,13.1854
2015-11-05,0.8226
2015-11-06,0.0000
2015-11-07,0.0000
2015-11-08,0.0000
2015-11-09,0.0000
2015-11-10,0.0000
2015-11-11,0.0000
2015-11-12,0.0000
2015-11-13,0.0000
2015-11-14,0.0000
2015-11-15,0.0000
2015-11-16,0.0000
2015-11-17,0.2598
2015-11-18,0.6900
2015-11-19,0.0000
2015-11-20,0.0000
2015-11-21,0.0000
2015-11-22,0.0000
2015-11-23,0.0000
2015-11-24,0.0000
2015-11-25,0.0000
2015-11-26,0.0000
2015-11-27,0.0000
2015-11-28,0.0000
2015-11-29,0.0000
2015-11-30,0.0000
2015-12-01,0.0000
2015-12-02,0.0000
2015-12-03,0.0000
2015-12-04,13.8290
2015-12-05,0.0000
2015-12-06,0.0000
2015-12-07,0.0000
2015-12-08,0.0000
2015-12-09,0.0000
2015-12-10,0.0000
2015-12-11,0.0000
2015-12-12,0.0000
2015-12-13,0.0000
2015-12-14,0.0000
2015-12-15,3.3420
2015-12-16,0.0000
2015-12-17,0.0000
2015-12-18,0.0000
2015-12-19,0.0000
2015-12-20,0.0000
2015-12-21,0.0000
2015-12-22,0.0000
2015-12-23,0.0000
2015-12-24,0.0000
2015-12-25,0.0000
2015-12-26,0.0000
2015-12-27,0.0000
2015-12-28,0.0000
2015-12-29,0.0000
2015-12-30,0.0000
2015-12-31,0.0000
2016-01-01,0.0000
2016-01-02,0.0000
2016-01-03,0.0000
2016-01-04,0.0000
2016-01-05,0.0000
2016-01-06,0.0000
2016-01-07,0.0000
2016-01-08,0.0000
2016-01-09,11.7836
2016-01-10,5.4719
2016-01-11,0.0000
2016-01-12,0.0000
2016-01-13,0.0000
2016-01-14,0.0000
2016-01-15,0.0000
2016-01-16,2.1547
2016-01-17,0.0000
2016-01-18,0.0000
2016-01-19,0.0000
2016-01-20,4.8760
2016-01-21,0.2682
2016-01-22,1.7755
2016-01-23,0.0000
2016-01-24,0.0000
2016-01-25,0.0000
2016-01-26,0.0000
2016-01-27,0.0000
2016-01-28,0.6266
2016-01-29,0.0000
