DateTime,25.0 82.0
2020-01-01,7.6132
2020-01-02,10.0324
2020-01-03,12.6490
2020-01-04,12.0211
2020-01-05,9.7601
2020-01-06,7.9596
2020-01-07,9.7520
2020-01-08,12.0781
2020-01-09,12.1532
2020-01-10,6.7041
2020-01-11,4.4690
2020-01-12,5.5042
2020-01-13,7.4202
2020-01-14,10.0003
2020-01-15,11.6161
2020-01-16,12.5546
2020-01-17,13.2552
2020-01-18,12.3933
2020-01-19,11.5581
2020-01-20,6.9571
2020-01-21,7.0465
2020-01-22,9.4853
2020-01-23,10.1139
2020-01-24,6.9915
2020-01-25,6.3171
2020-01-26,6.9236
2020-01-27,8.3094
2020-01-28,13.2055
2020-01-29,13.8335
2020-01-30,11.7213
2020-01-31,7.1870
2020-02-01,7.0902
2020-02-02,7.0457
2020-02-03,7.1055
2020-02-04,9.2015
2020-02-05,10.3732
2020-02-06,8.4713
2020-02-07,9.1892
2020-02-08,8.4974
2020-02-09,7.1251
2020-02-10,7.3868
2020-02-11,7.1893
2020-02-12,7.9694
2020-02-13,10.2407
2020-02-14,12.4075
2020-02-15,10.7270
2020-02-16,9.7445
2020-02-17,9.5596
2020-02-18,9.7850
2020-02-19,9.8311
2020-02-20,13.2968
2020-02-21,15.4576
2020-02-22,15.8161
2020-02-23,14.7864
2020-02-24,14.9098
2020-02-25,14.2544
2020-02-26,11.7090
2020-02-27,12.7621
2020-02-28,12.8303
2020-02-29,14.6757
2020-03-01,15.0689
2020-03-02,14.9196
2020-03-03,16.3255
2020-03-04,15.5073
2020-03-05,15.5201
2020-03-06,15.2774
2020-03-07,16.0468
2020-03-08,14.2235
2020-03-09,12.9595
2020-03-10,13.9576
2020-03-11,14.5953
2020-03-12,16.8172
2020-03-13,18.1861
2020-03-14,16.8484
2020-03-15,15.5069
2020-03-16,14.6574
2020-03-17,14.2061
2020-03-18,13.9212
2020-03-19,15.8526
2020-03-20,15.0329
2020-03-21,17.7407
2020-03-22,15.9659
2020-03-23,17.1227
2020-03-24,18.0315
2020-03-25,18.8594
2020-03-26,20.1356
2020-03-27,20.3088
2020-03-28,18.3662
2020-03-29,17.8834
2020-03-30,17.8994
2020-03-31,17.9246
2020-04-01,19.5299
2020-04-02,19.7516
2020-04-03,17.7756
2020-04-04,17.5491
2020-04-05,17.3261
2020-04-06,18.1936
2020-04-07,20.1085
2020-04-08,20.5428
2020-04-09,19.2218
2020-04-10,18.9419
2020-04-11,19.7387
2020-04-12,21.0611
2020-04-13,20.8277
2020-04-14,22.2801
2020-04-15,23.7613
2020-04-16,22.7368
2020-04-17,23.0644
