DateTime,26.0 91.0
2023-01-01,21.9142
2023-01-02,22.3562
2023-01-03,22.1239
2023-01-04,21.6391
2023-01-05,22.2278
2023-01-06,21.7911
2023-01-07,23.4024
2023-01-08,23.6636
2023-01-09,25.1357
2023-01-10,25.1463
2023-01-11,23.5513
2023-01-12,23.6815
2023-01-13,23.1804
2023-01-14,22.0809
2023-01-15,21.7261
2023-01-16,19.4538
2023-01-17,20.3545
2023-01-18,20.3938
2023-01-19,21.7828
2023-01-20,23.1381
2023-01-21,23.6039
2023-01-22,24.3130
2023-01-23,23.8671
2023-01-24,24.7824
2023-01-25,25.8214
2023-01-26,25.8537
2023-01-27,26.0631
2023-01-28,25.3469
2023-01-29,26.4478
2023-01-30,28.2975
2023-01-31,27.7780
2023-02-01,25.0331
2023-02-02,24.3736
2023-02-03,26.2199
2023-02-04,25.9892
2023-02-05,24.1578
2023-02-06,24.3688
2023-02-07,24.3431
2023-02-08,24.2444
2023-02-09,23.5550
2023-02-10,23.8157
2023-02-11,24.5882
2023-02-12,25.4024
2023-02-13,23.9610
2023-02-14,25.9035
2023-02-15,26.4344
2023-02-16,27.0191
2023-02-17,28.7420
2023-02-18,28.8408
2023-02-19,28.5635
2023-02-20,27.7771
2023-02-21,26.7708
2023-02-22,27.2688
2023-02-23,26.5231
2023-02-24,27.3172
2023-02-25,28.1555
2023-02-26,29.3540
2023-02-27,29.2955
2023-02-28,28.1950
2023-03-01,28.2501
2023-03-02,29.0057
2023-03-03,29.3631
2023-03-04,30.1844
2023-03-05,30.7588
2023-03-06,29.5467
2023-03-07,29.9216
2023-03-08,30.0409
2023-03-09,31.0328
2023-03-10,30.7750
2023-03-11,31.2951
2023-03-12,31.5886
2023-03-13,32.3686
2023-03-14,31.5583
2023-03-15,28.9513
2023-03-16,27.2612
2023-03-17,27.1349
2023-03-18,27.6420
2023-03-19,22.0898
2023-03-20,23.1062
2023-03-21,25.0208
2023-03-22,26.8562
2023-03-23,26.8468
2023-03-24,26.3882
2023-03-25,28.3807
2023-03-26,28.7410
2023-03-27,29.9167
2023-03-28,30.0646
2023-03-29,29.6103
2023-03-30,28.7883
2023-03-31,28.2902
2023-04-01,26.1324
2023-04-02,27.8238
2023-04-03,27.9727
2023-04-04,28.4351
2023-04-05,29.5159
2023-04-06,30.9745
2023-04-07,31.6991
2023-04-08,32.3824
2023-04-09,32.5611
2023-04-10,33.4136
2023-04-11,33.0828
2023-04-12,32.7520
2023-04-13,33.7430
2023-04-14,33.9745
2023-04-15,34.4290
2023-04-16,34.8039
2023-04-17,35.4819
2023-04-18,34.6775
2023-04-19,34.3891
2023-04-20,32.4233
2023-04-21,30.7005
2023-04-22,30.8713
2023-04-23,26.6928
2023-04-24,30.0760
2023-04-25,31.6632
2023-04-26,32.2344
2023-04-27,32.1202
2023-04-28,31.2588
2023-04-29,29.8622
2023-04-30,29.6314
2023-05-01,29.5138
2023-05-02,30.1291
2023-05-03,30.8589
2023-05-04,29.1788
2023-05-05,30.9601
2023-05-06,33.1872
2023-05-07,33.2520
2023-05-08,33.4058
2023-05-09,34.6230
2023-05-10,35.2110
2023-05-11,34.4026
2023-05-12,32.8725
2023-05-13,34.5008
2023-05-14,32.2196
2023-05-15,31.7353
2023-05-16,30.4565
2023-05-17,27.9165
2023-05-18,27.8211
2023-05-19,28.9874
2023-05-20,31.7790
2023-05-21,30.6400
2023-05-22,31.0146
2023-05-23,31.1851
2023-05-24,30.4987
2023-05-25,31.9626
2023-05-26,31.0534
2023-05-27,29.8271
2023-05-28,31.5821
2023-05-29,33.4470
2023-05-30,35.4924
2023-05-31,35.6058
2023-06-01,35.3335
2023-06-02,35.7561
2023-06-03,35.1988
2023-06-04,34.8937
2023-06-05,35.2322
2023-06-06,35.9045
2023-06-07,36.2046
2023-06-08,35.8037
2023-06-09,31.4134
2023-06-10,30.6285
2023-06-11,30.5213
2023-06-12,30.8905
2023-06-13,32.5444
2023-06-14,30.5217
2023-06-15,30.5379
2023-06-16,29.4427
2023-06-17,29.1338
2023-06-18,27.6513
2023-06-19,26.7968
2023-06-20,28.5683
2023-06-21,28.7690
2023-06-22,29.1228
2023-06-23,31.0174
2023-06-24,32.7865
2023-06-25,33.1658
2023-06-26,33.7146
2023-06-27,30.4222
2023-06-28,29.5338
2023-06-29,29.6292
2023-06-30,29.0165
2023-07-01,29.8640
2023-07-02,30.5773
2023-07-03,29.1874
2023-07-04,30.4767
2023-07-05,33.0331
2023-07-06,31.6159
2023-07-07,31.8776
2023-07-08,31.7775
2023-07-09,32.7020
2023-07-10,32.2327
2023-07-11,30.5327
